"Quarter","Area","gdp_growth","unrate_diff"
2005 Q2,"United States",0.00492624454810731,-0.2
2005 Q2,"Alabama",0.0093155417456674,-0.4
2005 Q2,"Alaska",0.0117754219866937,-0.166666666666667
2005 Q2,"Arizona",0.0152496402877698,0.100000000000001
2005 Q2,"Arkansas",0.00192161738821506,-0.133333333333333
2005 Q2,"California",0.00865654425321871,-0.3
2005 Q2,"Colorado",0.00224477009825641,-0.166666666666667
2005 Q2,"Connecticut",0.00465607226823539,-0.0333333333333332
2005 Q2,"Delaware",-0.0242102941288326,0
2005 Q2,"District of Columbia",0.00452161148172903,-0.6
2005 Q2,"Florida",0.00640492266480752,-0.366666666666667
2005 Q2,"Georgia",0.00536615923379391,0
2005 Q2,"Hawaii",0.0086657643885768,-0.2
2005 Q2,"Idaho",0.0140071870413803,-0.2
2005 Q2,"Illinois",0.000163479227717644,-0.133333333333333
2005 Q2,"Indiana",0.00790280924727171,-0.199999999999999
2005 Q2,"Iowa",0.00224680702308189,-0.233333333333333
2005 Q2,"Kansas",-0.000435216988406317,-0.166666666666667
2005 Q2,"Kentucky",0.015173779102291,0.166666666666667
2005 Q2,"Louisiana",0.00957927136792946,-0.133333333333333
2005 Q2,"Maine",0.00573888334489125,0.0333333333333332
2005 Q2,"Maryland",0.0115986239716159,-0.100000000000001
2005 Q2,"Massachusetts",0.00264783055625473,-0.100000000000001
2005 Q2,"Michigan",0.00176641917819609,-0.3
2005 Q2,"Minnesota",0.00147717096384059,-0.166666666666667
2005 Q2,"Mississippi",0.000761244932750094,0.166666666666666
2005 Q2,"Missouri",0.00675434248082452,-0.366666666666667
2005 Q2,"Montana",-0.00592717381224683,-0.133333333333333
2005 Q2,"Nebraska",0.0104294392518325,-0.133333333333333
2005 Q2,"Nevada",0.0314570367566349,-0.0666666666666664
2005 Q2,"New Hampshire",0.00906447428370782,-0.0333333333333332
2005 Q2,"New Jersey",0.00634722375516694,-0.0666666666666673
2005 Q2,"New Mexico",0.00137355350169654,-0.199999999999999
2005 Q2,"New York",0.00896255770498366,-0.166666666666666
2005 Q2,"North Carolina",-0.0059844712760353,-0.0666666666666673
2005 Q2,"North Dakota",0.000546673055767499,-0.0333333333333332
2005 Q2,"Ohio",0.00536386811754186,-0.3
2005 Q2,"Oklahoma",0.00918055229070824,-0.133333333333334
2005 Q2,"Oregon",-0.000147991923355795,-0.233333333333333
2005 Q2,"Pennsylvania",0.00640564553128198,-0.133333333333334
2005 Q2,"Rhode Island",0.0152404987799601,0.133333333333333
2005 Q2,"South Carolina",0.00389120011243183,-0.2
2005 Q2,"South Dakota",-0.0076686999763923,-0.1
2005 Q2,"Tennessee",0.00352656787105921,-0.2
2005 Q2,"Texas",-0.00642420887954576,-0.3
2005 Q2,"Utah",0.0127886019109824,-0.266666666666667
2005 Q2,"Vermont",-0.00334920700083463,0
2005 Q2,"Virginia",0.0113154558877162,-0.0666666666666669
2005 Q2,"Washington",0.0103238594511905,-0.133333333333334
2005 Q2,"West Virginia",0.0132227196286034,-0.133333333333334
2005 Q2,"Wisconsin",0.00508641765358853,-0.0333333333333332
2005 Q2,"Wyoming",0.0173063821522925,0
2005 Q3,"United States",0.00783814034507291,-0.133333333333333
2005 Q3,"Alabama",-0.00353070799480282,-0.266666666666667
2005 Q3,"Alaska",-0.00617390660114092,0.0333333333333341
2005 Q3,"Arizona",0.0176190850745856,0
2005 Q3,"Arkansas",0.00468380090757026,0.0666666666666664
2005 Q3,"California",0.0131961862923062,-0.100000000000001
2005 Q3,"Colorado",0.00298187623021939,-0.233333333333333
2005 Q3,"Connecticut",0.000643593371726148,-0.133333333333334
2005 Q3,"Delaware",-0.00261438927430035,0.100000000000001
2005 Q3,"District of Columbia",-0.0034180630853764,-0.566666666666667
2005 Q3,"Florida",0.0171244622185072,-0.266666666666667
2005 Q3,"Georgia",0.00203065881929021,-0.0666666666666673
2005 Q3,"Hawaii",0.0091580925903707,0
2005 Q3,"Idaho",0.0145897653531539,-0.133333333333333
2005 Q3,"Illinois",0.00609564190694956,-0.2
2005 Q3,"Indiana",0.00608038818275269,0
2005 Q3,"Iowa",0.00593857614730475,-0.0999999999999996
2005 Q3,"Kansas",0.00560017508735089,-0.266666666666667
2005 Q3,"Kentucky",0.00778888240563891,0.133333333333334
2005 Q3,"Louisiana",-0.0176463276764594,2.03333333333333
2005 Q3,"Maine",0.00235275123902023,0
2005 Q3,"Maryland",0.0182331825860611,-0.233333333333333
2005 Q3,"Massachusetts",0.011430125957123,-0.0333333333333332
2005 Q3,"Michigan",-0.00853939984767338,-0.266666666666667
2005 Q3,"Minnesota",0.0166776802080992,-0.0666666666666664
2005 Q3,"Mississippi",0.00404000264918203,1
2005 Q3,"Missouri",0.00265204732301738,-0.366666666666666
2005 Q3,"Montana",0.00393873198742711,-0.100000000000001
2005 Q3,"Nebraska",0.0142504936229255,-0.166666666666667
2005 Q3,"Nevada",-0.00691311222248236,-0.0333333333333332
2005 Q3,"New Hampshire",0.00505017823735554,0.0666666666666669
2005 Q3,"New Jersey",0.0104465829712834,0.100000000000001
2005 Q3,"New Mexico",-0.0123081707043194,-0.300000000000001
2005 Q3,"New York",0.0170625187050715,0.0666666666666664
2005 Q3,"North Carolina",0.010846122646391,-0.0999999999999996
2005 Q3,"North Dakota",-0.00532209106239456,-0.0666666666666669
2005 Q3,"Ohio",0.00716244276959443,-0.100000000000001
